Katman,cbs_id,component_voltage,voltage_level,EDBS_IDATE,TESIS_TARIHI,EDBS_freq_pct,Kurulum_Tarihi,Ekipman_Tipi,Bakım Olanlar,Son Bakımdan İtibaren Süre,voltage_mapped,Equipment_Type,MARKA,MARKA_MODEL,FIRMA,kVa_rating
AYIRICI,81430041,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53140400,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,73542639,15800,OG,2020-07-23,2020-07-23,0.0003130217028380634,2020-07-23,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,,,
AYIRICI,101101732,15800,OG,2024-03-04,2017-01-01,0.0004173622704507513,2017-01-01,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,61302554,15800,OG,2018-11-25,2016-11-17,0.003756260434056761,2016-11-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,53139794,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,102951206,15800,OG,2025-06-25,2025-06-25,0.0001043405676126878,2025-06-25,Ayırıcı,,,15800,Ayırıcı,EMİ,HSA,,
AYIRICI,101101551,15800,OG,2024-03-04,2022-05-28,0.0004173622704507513,2022-05-28,Ayırıcı,,,15800,Ayırıcı,AYSAN,,,
AYIRICI,79434146,15800,OG,2021-06-17,2021-06-02,0.0001043405676126878,2021-06-02,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,HSTA,,
AYIRICI,91625938,15800,OG,2023-01-02,2023-01-02,0.0001043405676126878,2023-01-02,Ayırıcı,,,15800,Ayırıcı,ALKARSAN,HSTA,,
AYIRICI,81408624,15800,OG,2021-09-16,2019-10-25,0.000521702838063439,2019-10-25,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53139486,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,84001825,15800,OG,2022-01-12,2022-01-11,0.000521702838063439,2022-01-11,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,HSTA,,
AYIRICI,65904988,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65935421,15800,OG,2019-04-29,,0.003964941569282137,2019-04-29,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65904989,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,85835453,15800,OG,2022-04-12,2022-04-12,0.001043405676126878,2022-04-12,Ayırıcı,,,15800,Ayırıcı,ASTOR,,,
AYIRICI,78582678,15800,OG,2021-05-07,2021-05-07,0.0006260434056761269,2021-05-07,Ayırıcı,,,15800,Ayırıcı,ULUSOY,LBS,,
AYIRICI,100651587,15800,OG,2023-09-27,2023-09-27,0.001252086811352254,2023-09-27,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,102707142,15800,OG,2024-12-31,2024-12-31,0.0002086811352253756,2024-12-31,Ayırıcı,,,15800,Ayırıcı,EMİ,HSA,,
AYIRICI,81430042,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53140012,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,78938323,15800,OG,2021-05-25,2021-05-24,0.002608514190317195,2021-05-24,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65914845,15800,OG,2019-04-19,,0.004590984974958264,2019-04-19,Ayırıcı,,,15800,Ayırıcı,YILDIZLAR,DNA,,
AYIRICI,87816561,15800,OG,2022-07-22,2016-09-21,0.0009390651085141904,2016-09-21,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,86788955,15800,OG,2022-05-31,2021-08-27,0.0003130217028380634,2021-08-27,Ayırıcı,,,15800,Ayırıcı,EFO,HSA,,
AYIRICI,65913194,15800,OG,2019-04-19,2019-04-19,0.004590984974958264,2019-04-19,Ayırıcı,,,15800,Ayırıcı,EKOSİNERJİ,,,
AYIRICI,88207512,15800,OG,2022-08-10,2022-08-02,0.0009390651085141904,2022-08-02,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65935416,15800,OG,2019-04-29,,0.003964941569282137,2019-04-29,Ayırıcı,,,15800,Ayırıcı,AYSAN,,,
AYIRICI,53133066,15800,OG,2018-01-10,,0.0001043405676126878,2018-01-10,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,61376767,15800,OG,2018-11-28,2017-11-20,0.005112687813021703,2017-11-20,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,65970370,15800,OG,2019-05-09,,0.001878130217028381,2019-05-09,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,101100443,15800,OG,2024-03-01,1973-01-01,0.001773789649415693,1973-01-01,Ayırıcı,,,15800,Ayırıcı,ASTOR,,,
AYIRICI,81430043,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,61214094,15800,OG,2018-11-21,2016-01-01,0.006990818030050083,2016-01-01,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65970372,15800,OG,2019-05-09,,0.001878130217028381,2019-05-09,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65954160,15800,OG,2019-05-02,,0.002921535893155259,2019-05-02,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,49093310,15800,OG,2018-03-09,,0.0004173622704507513,2018-03-09,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,64742241,15800,OG,2019-02-08,2019-02-08,0.001043405676126878,2019-02-08,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,61327170,15800,OG,2018-11-26,2016-11-17,0.000521702838063439,2016-11-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,89145399,15800,OG,2022-09-26,2016-09-20,0.000521702838063439,2016-09-20,Ayırıcı,,,15800,Ayırıcı,SIEMENS,,,
AYIRICI,81408623,15800,OG,2021-09-16,2019-10-25,0.000521702838063439,2019-10-25,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,48928867,15800,OG,2018-03-05,2017-11-23,0.005321368948247079,2017-11-23,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,66027748,15800,OG,2019-05-21,2016-09-20,0.002191151919866444,2016-09-20,Ayırıcı,,,15800,Ayırıcı,ELİMSAN,,,
AYIRICI,65897147,15800,OG,2019-04-16,,0.002295492487479132,2019-04-16,Ayırıcı,,,15800,Ayırıcı,ETİKET YOK,,,
AYIRICI,53139715,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,101099557,15800,OG,2024-03-01,1990-01-01,0.001773789649415693,1990-01-01,Ayırıcı,,,15800,Ayırıcı,ASTOR,,,
AYIRICI,61303520,15800,OG,2018-11-25,2016-11-17,0.003756260434056761,2016-11-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,61291245,15800,OG,2018-11-24,2016-11-17,0.0009390651085141904,2016-11-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,61448972,15800,OG,2018-12-03,2018-12-03,0.0002086811352253756,2018-12-03,Ayırıcı,,,15800,Ayırıcı,EMİ,,,
AYIRICI,101095628,15800,OG,2024-02-28,2022-06-13,0.002921535893155259,2022-06-13,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53139320,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65890642,15800,OG,2019-04-15,,0.003130217028380634,2019-04-15,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,61376768,15800,OG,2018-11-28,2017-11-20,0.005112687813021703,2017-11-20,Ayırıcı,,,15800,Ayırıcı,EKOS,36LB,,
AYIRICI,65907279,15800,OG,2019-04-18,2019-04-18,0.003025876460767947,2019-04-18,Ayırıcı,,,15800,Ayırıcı,ETİKET YOK,,,
AYIRICI,65897153,15800,OG,2019-04-16,,0.002295492487479132,2019-04-16,Ayırıcı,,,15800,Ayırıcı,EFO,DTA,,
AYIRICI,65906133,15800,OG,2019-04-18,2019-01-01,0.003025876460767947,2019-01-01,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,61212331,15800,OG,2018-11-21,2016-01-01,0.006990818030050083,2016-01-01,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,73402883,15800,OG,2020-07-14,2020-07-14,0.001043405676126878,2020-07-14,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,81494109,15800,OG,2021-09-20,2019-09-12,0.002608514190317195,2019-09-12,Ayırıcı,,,15800,Ayırıcı,EFO,HSA,,
AYIRICI,65876133,15800,OG,2019-04-11,,0.001460767946577629,2019-04-11,Ayırıcı,,,15800,Ayırıcı,ULUSOY,DSA,,
AYIRICI,88207514,15800,OG,2022-08-10,2017-02-17,0.0009390651085141904,2017-02-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65904018,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,DNA,,
AYIRICI,61377819,15800,OG,2018-11-28,2017-01-01,0.005112687813021703,2017-01-01,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,102254457,15800,OG,2024-09-19,2024-09-19,0.0001043405676126878,2024-09-19,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,HSA,,
AYIRICI,65846342,15800,OG,2019-04-03,2016-09-20,0.0008347245409015025,2016-09-20,Ayırıcı,,,15800,Ayırıcı,EMİ,,,
AYIRICI,85835444,15800,OG,2022-04-12,2022-04-12,0.001043405676126878,2022-04-12,Ayırıcı,,,15800,Ayırıcı,ASTOR,,,
AYIRICI,48928861,15800,OG,2018-03-05,2017-11-23,0.005321368948247079,2017-11-23,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,86828848,15800,OG,2022-06-02,2022-06-02,0.0006260434056761269,2022-06-02,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,48928864,15800,OG,2018-03-05,2017-11-23,0.005321368948247079,2017-11-23,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,61218403,15800,OG,2018-11-21,2015-07-06,0.006990818030050083,2015-07-06,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,61302028,15800,OG,2018-11-25,2016-11-16,0.003756260434056761,2016-11-16,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,66026617,15800,OG,2019-05-21,2016-09-20,0.002191151919866444,2016-09-20,Ayırıcı,,,15800,Ayırıcı,ELİMSAN,,,
AYIRICI,65917009,15800,OG,2019-04-22,2019-04-22,0.003443238731218698,2019-04-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,88928799,15800,OG,2022-09-15,2022-09-15,0.0008347245409015025,2022-09-15,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,64742242,15800,OG,2019-02-08,2019-02-08,0.001043405676126878,2019-02-08,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,74603036,15800,OG,2020-09-29,2020-09-29,0.0006260434056761269,2020-09-29,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,102882052,15800,OG,2025-04-24,2025-04-24,0.001252086811352254,2025-04-24,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53140493,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,81430040,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53139896,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,81430381,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,55026797,15800,OG,2018-09-05,,0.0002086811352253756,2018-09-05,Ayırıcı,,,15800,Ayırıcı,EMİ,,,
AYIRICI,53140017,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,53139663,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,53140007,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,84909243,15800,OG,2022-02-25,2022-02-23,0.0003130217028380634,2022-02-23,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,HSTA,,
AYIRICI,61291246,15800,OG,2018-11-24,2016-11-17,0.0009390651085141904,2016-11-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65902570,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,87875833,15800,OG,2022-07-25,2022-07-25,0.0007303839732888147,2022-07-25,Ayırıcı,,,15800,Ayırıcı,ARMTEK,,,
AYIRICI,61218401,15800,OG,2018-11-21,2015-07-06,0.006990818030050083,2015-07-06,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65877357,15800,OG,2019-04-11,,0.001460767946577629,2019-04-11,Ayırıcı,,,15800,Ayırıcı,ETİKET YOK,,,
AYIRICI,65912658,15800,OG,2019-04-19,2019-04-19,0.004590984974958264,2019-04-19,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,53139763,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65906142,15800,OG,2019-04-18,2019-01-01,0.003025876460767947,2019-01-01,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65954165,15800,OG,2019-05-02,,0.002921535893155259,2019-05-02,Ayırıcı,,,15800,Ayırıcı,AYSAN,,,
AYIRICI,102882051,15800,OG,2025-04-24,2025-04-24,0.001252086811352254,2025-04-24,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,53139901,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,81387817,15800,OG,2021-09-15,2019-11-01,0.0008347245409015025,2019-11-01,Ayırıcı,,,15800,Ayırıcı,EFO,HSA,,
AYIRICI,64742233,15800,OG,2019-02-08,2019-02-08,0.001043405676126878,2019-02-08,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,66027749,15800,OG,2019-05-21,2016-09-20,0.002191151919866444,2016-09-20,Ayırıcı,,,15800,Ayırıcı,ELİMSAN,,,
AYIRICI,84909223,15800,OG,2022-02-25,2022-02-23,0.0003130217028380634,2022-02-23,Ayırıcı,,,15800,Ayırıcı,ORTAKLAR BİRLİK,HSA,,
AYIRICI,53139317,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65904014,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,ULUSOY,DNA,,
AYIRICI,61394646,15800,OG,2018-11-29,2017-01-01,0.001982470784641068,2017-01-01,Ayırıcı,,,15800,Ayırıcı,EKOS,36LB,,
AYIRICI,100692295,15800,OG,2023-10-18,2023-10-18,0.0001043405676126878,2023-10-18,Ayırıcı,,,15800,Ayırıcı,EMİ,HSA,,
AYIRICI,78938973,15800,OG,2021-05-25,2021-05-25,0.002608514190317195,2021-05-25,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65904547,15800,OG,2019-04-17,,0.002921535893155259,2019-04-17,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,61394642,15800,OG,2018-11-29,2017-01-01,0.001982470784641068,2017-01-01,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,81430380,15800,OG,2021-09-17,2019-10-15,0.002086811352253756,2019-10-15,Ayırıcı,,,15800,Ayırıcı,EVA,,,
AYIRICI,75176165,15800,OG,2020-11-03,2020-10-21,0.0002086811352253756,2020-10-21,Ayırıcı,,,15800,Ayırıcı,EFO,HSA,,
AYIRICI,53139517,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,88928800,15800,OG,2022-09-15,2022-09-15,0.0008347245409015025,2022-09-15,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65991867,15800,OG,2019-05-15,2016-09-20,0.001147746243739566,2016-09-20,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65934999,15800,OG,2019-04-29,,0.003964941569282137,2019-04-29,Ayırıcı,,,15800,Ayırıcı,AYSAN,,,
AYIRICI,53137228,15800,OG,2017-08-14,,0.0616652754590985,2017-08-14,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65935418,15800,OG,2019-04-29,,0.003964941569282137,2019-04-29,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,53139808,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,88532886,15800,OG,2022-08-26,2022-08-26,0.0006260434056761269,2022-08-26,Ayırıcı,,,15800,Ayırıcı,EKOSİNERJİ,,,
AYIRICI,65909002,15800,OG,2019-04-18,2019-04-18,0.003025876460767947,2019-04-18,Ayırıcı,,,15800,Ayırıcı,ORMAZABAL,,,
AYIRICI,53139659,15800,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,86828847,15800,OG,2022-06-02,2022-06-02,0.0006260434056761269,2022-06-02,Ayırıcı,,,15800,Ayırıcı,EKOS,,,
AYIRICI,88532883,15800,OG,2022-08-26,2022-08-26,0.0006260434056761269,2022-08-26,Ayırıcı,,,15800,Ayırıcı,EKOSİNERJİ,,,
AYIRICI,65991864,15800,OG,2019-05-15,2016-09-20,0.001147746243739566,2016-09-20,Ayırıcı,,,15800,Ayırıcı,SELEN,,,
AYIRICI,65939863,15800,OG,2019-04-29,,0.003964941569282137,2019-04-29,Ayırıcı,,,15800,Ayırıcı,ALSTOM,,,
AYIRICI,100651578,15800,OG,2023-09-27,2023-09-27,0.001252086811352254,2023-09-27,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,65863531,15800,OG,2019-04-05,2016-09-20,0.000521702838063439,2016-09-20,Ayırıcı,,,15800,Ayırıcı,ULUSOY,,,
AYIRICI,65868211,15800,OG,2019-04-09,2019-04-09,0.0008347245409015025,2019-04-09,Ayırıcı,,,15800,Ayırıcı,ELKO,,,
AYIRICI,49159487,15800,OG,2018-03-12,,0.0007303839732888147,2018-03-12,Ayırıcı,,,15800,Ayırıcı,,,,
AYIRICI,57822631,34500,OG,2018-10-08,,0.002712854757929883,2018-10-08,Ayırıcı,,,34500,Ayırıcı,ORTAKLAR BİRLİK,HSA,,
AYIRICI,50066947,34500,OG,2018-05-07,,0.001878130217028381,2018-05-07,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,66251179,34500,OG,2019-07-08,2016-09-20,0.001252086811352254,2016-09-20,Ayırıcı,,,34500,Ayırıcı,EUROPOWER,,,
AYIRICI,66686361,34500,OG,2019-09-24,,0.001669449081803005,2019-09-24,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,47389497,34500,OG,2018-01-02,,0.00667779632721202,2018-01-02,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,101125372,34500,OG,2024-03-07,2024-03-07,0.0006260434056761269,2024-03-07,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,53140265,34500,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,102950264,34500,OG,2025-06-24,2024-11-27,0.0002086811352253756,2024-11-27,Ayırıcı,,,34500,Ayırıcı,ORTAKLAR BİRLİK,HSA,,
AYIRICI,65953835,34500,OG,2019-05-02,,0.002921535893155259,2019-05-02,Ayırıcı,,,34500,Ayırıcı,ELKO,,,
AYIRICI,78661803,34500,OG,2021-05-11,2022-01-09,0.001878130217028381,2022-01-09,Ayırıcı,,,34500,Ayırıcı,EKOS,,,
AYIRICI,72251442,34500,OG,2020-02-24,2020-02-24,0.001147746243739566,2020-02-24,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,53139990,34500,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,50248782,34500,OG,2018-06-08,,0.0004173622704507513,2018-06-08,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,61201136,34500,OG,2018-11-21,2016-11-17,0.006990818030050083,2016-11-17,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,102942578,34500,OG,2025-06-18,2017-02-02,0.0001043405676126878,2017-02-02,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,64110236,34500,OG,2019-01-16,1997-11-21,0.001043405676126878,1997-11-21,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,93694434,34500,OG,2023-03-15,2023-03-08,0.0002086811352253756,2023-03-08,Ayırıcı,,,34500,Ayırıcı,SELES,HSA,,
AYIRICI,95666419,34500,OG,2023-05-03,2023-05-03,0.0001043405676126878,2023-05-03,Ayırıcı,,,34500,Ayırıcı,EMİ,HSA,,
AYIRICI,97347072,34500,OG,2023-07-24,2023-07-24,0.00239983305509182,2023-07-24,Ayırıcı,,,34500,Ayırıcı,ASTOR,LBS,,
AYIRICI,65952326,34500,OG,2019-05-02,,0.002921535893155259,2019-05-02,Ayırıcı,,,34500,Ayırıcı,   ,,,
AYIRICI,65886086,34500,OG,2019-04-14,2018-08-22,0.0007303839732888147,2018-08-22,Ayırıcı,,,34500,Ayırıcı,EFO,HSA,,
AYIRICI,54913582,34500,OG,2018-08-16,,0.001252086811352254,2018-08-16,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,100775867,34500,OG,2023-11-15,1978-01-01,0.003756260434056761,1978-01-01,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,85123179,34500,OG,2022-03-07,2021-02-01,0.0008347245409015025,2021-02-01,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,66679203,34500,OG,2019-09-20,2019-09-20,0.002086811352253756,2019-09-20,Ayırıcı,,,34500,Ayırıcı,GÜRAL,DT,,
AYIRICI,53135907,34500,OG,2017-08-14,,0.0616652754590985,2017-08-14,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,66114316,34500,OG,2019-06-18,2019-06-18,0.002712854757929883,2019-06-18,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,84970281,34500,OG,2022-02-28,2020-10-18,0.0008347245409015025,2020-10-18,Ayırıcı,,,34500,Ayırıcı,EUROPOWER,,,
AYIRICI,53135576,34500,OG,2017-08-14,,0.0616652754590985,2017-08-14,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,62506478,34500,OG,2018-12-18,2018-12-18,0.0001043405676126878,2018-12-18,Ayırıcı,,,34500,Ayırıcı,EFO,HSTA,,
AYIRICI,76673227,34500,OG,2021-01-27,2021-01-27,0.0006260434056761269,2021-01-27,Ayırıcı,,,34500,Ayırıcı,ASTOR,ADS,,
AYIRICI,72035013,34500,OG,2019-11-20,,0.001043405676126878,2019-11-20,Ayırıcı,,,34500,Ayırıcı,ELİMSAN,,,
AYIRICI,78774309,34500,OG,2021-05-17,2021-05-17,0.001460767946577629,2021-05-17,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,90148642,34500,OG,2022-11-14,2022-11-14,0.0008347245409015025,2022-11-14,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,53140186,34500,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,102814377,34500,OG,2025-03-13,2025-03-13,0.0009390651085141904,2025-03-13,Ayırıcı,,,34500,Ayırıcı,SCHNEİDER,CS1,,
AYIRICI,41938998,34500,OG,2017-09-07,,0.0006260434056761269,2017-09-07,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,53139512,34500,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,92152143,34500,OG,2023-01-26,2023-01-24,0.001878130217028381,2023-01-24,Ayırıcı,,,34500,Ayırıcı,EUROPOWER,,,
AYIRICI,83813238,34500,OG,2022-01-05,2021-02-01,0.002191151919866444,2021-02-01,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,102952910,34500,OG,2025-06-27,2025-06-27,0.0004173622704507513,2025-06-27,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,87939684,34500,OG,2022-07-28,2022-07-28,0.00813856427378965,2022-07-28,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,102781396,34500,OG,2025-02-11,2025-02-11,0.001043405676126878,2025-02-11,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,66896501,34500,OG,2019-10-07,,0.006051752921535893,2019-10-07,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,100942545,34500,OG,2023-12-29,2009-01-01,0.0001043405676126878,2009-01-01,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,66928391,34500,OG,2019-10-08,,0.003547579298831386,2019-10-08,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,66713724,34500,OG,2019-09-26,,0.001878130217028381,2019-09-26,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,53138957,34500,OG,2017-12-22,,0.07481218697829717,2017-12-22,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,72251420,34500,OG,2020-02-24,2020-02-24,0.001147746243739566,2020-02-24,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,66088722,34500,OG,2019-06-11,2019-06-11,0.001252086811352254,2019-06-11,Ayırıcı,,,34500,Ayırıcı,ALKARSAN,,,
AYIRICI,66761947,34500,OG,2019-09-30,,0.003756260434056761,2019-09-30,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
AYIRICI,66935104,34500,OG,2019-10-09,,0.002712854757929883,2019-10-09,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,50167014,34500,OG,2018-05-25,,0.005008347245409015,2018-05-25,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,53135015,34500,OG,2017-08-14,,0.0616652754590985,2017-08-14,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,87938744,34500,OG,2022-07-28,2022-07-28,0.00813856427378965,2022-07-28,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,95475185,34500,OG,2023-04-25,2022-01-19,0.003130217028380634,2022-01-19,Ayırıcı,,,34500,Ayırıcı,EKOS,,,
AYIRICI,65956402,34500,OG,2019-05-03,2019-05-03,0.0007303839732888147,2019-05-03,Ayırıcı,,,34500,Ayırıcı,,,,
AYIRICI,65944359,34500,OG,2019-04-30,,0.002295492487479132,2019-04-30,Ayırıcı,,,34500,Ayırıcı,ULUSOY,,,
